CodeName,ThemeNumber,ThemeName,FirstTenNotes,StartTime,Bookmark
"SchubertSym4M2",1,"First theme","C C D C B G E E F E D",0,"C"
"SchubertSym4M2",2,"Second theme","A E F#AbA E F#AbA C EbE",105,"C"
"SchubertSym4M2",3,"Third theme","AbG F G F EbC BbAbBb",154,"C"
"SchubertSym4M3",1,"First theme","EbD EbC#B C B A BbAb",0,"C"
"SchubertSym4M3",2,"Second theme","BbC D EbG C EbD F BbAbG",67,"C"
"SchubertSym4M4",1,"Intro","G C EbF#G C EbG F EbD",0,"C"
"SchubertSym4M4",2,"first theme","C EbB C G C C EbB C G C",4,"C"
"SchubertSym4M4",3,"second theme","G EbD EbAbG F EbD F Bb",29,"C"
"SchubertSym4M4",4,"third theme","C AbC AbEbBbEbE F C#C",75,"C"
"SchubertSym5M1",1,"Intro to 1st movement.","BbD G EbF G F EbD F",0,"C"
"SchubertSym5M1",2,"First main theme","BbD F F F A C F F F",5,"C"
"SchubertSym5M1",3,"Second main theme","A G E E F C D D F#F#G",62,"C"
"SchubertSym5M2",1,"First theme","BbG BbD EbEbC C BbAbG F",0,"C"
"SchubertSym5M2",2,"Second theme","E AbB D EbE BbB F#F#",106,"C"
"SchubertSym5M3",1,"First theme - minuet","D G BbD BbG D D D D D",0,"C"
"SchubertSym5M3",2,"Second theme - trio","D D B G B A F#D E F#G",150,"C"
"SchubertSym5M4",1,"First theme","F F G A BbBbA G F Bb",0,"C"
"SchubertSym5M4",2,"Second theme","A C BbD E G F E D C",85,"C"
"SchubertSym6M1",1,"Intro to 1st movement","C E F C F#G A G G E C",0,"C"
"SchubertSym6M1",2,"First theme introduced by the flutes.","G F#G A G A B C D C#D C#D",124,"C"
"SchubertSym6M1",3,"Second theme","D G D B A C A E D E D",168,"C"
"SchubertSym6M2",1,"First theme","C A C F E BbA A D D G",0,"C"
"SchubertSym6M2",2,"Second theme","E C B C G G G G G A B C",145,"C"
"SchubertSym6M3",1,"First theme","C B C F E D D C G D",0,"C"
"SchubertSym6M3",2,"Second theme","C B A G F#G E G E",166,"C"
"SchubertSym6M4",1,"First theme","G G G A G F#G F E E A A D",0,"C"
"SchubertSym6M4",2,"Second theme","E E F#E C C# E E D C#E D",114,"C"
"SchubertSym6M4",3,"Third theme","BbBbBbBbBbBbG AbBbC",147,"C"
"SchubertSym8M1",1,"Symphony No 8 in B minor - Unfinished - 1st movt","A B C A G E F C B E ",0,"C"
"SchubertSym8M1",2,"This is the first theme after the sombre introduction. It is a wistful tune on the oboe","E A AbA B E A AbA B",26,"C"
"SchubertSym8M1",3,"Theme 2 is a much brighter tune in a major key. It starts on the cellos after an introductory flourish by the French horn, and is taken up by the violins.","C G C B C D C B C D",84,"L"
"SchubertSym8M2",1,"Introductory descending cello passage.","C B A G F D C",0,"C"
"SchubertSym8M2",2,"Cheery opening theme on the violins.","G A G E C D E G A G",5,"C"
"SchubertSym9M1",1,"This majestic horn theme opens Schubert's 'Great' Symphony, and forms the basis for the slow introduction.","C D E A B C F D E G",0,"L"
"SchubertSym9M1",2,"This is the start of the allegro, after the slow introduction. It is played by the strings, with a vigourous rhythmic pattern used throughout the rest of the movement.","C G C D C G C D C",212,"C"
"SchubertSym9M1",3,"Using the same rhythm, this soaring passage on the violins is the first subject theme of this movement.","C C F E D C B C D E",226,"C"
"SchubertSym9M1",4,"This second subject of the movement, announced by bassoons and oboes,  marks an abrubt change of key into E minor","B G G A B G G B C D",260,"C"
"SchubertSym9M2",1,"The plaintive first theme, in A minor, emerges on the oboes, against this chordal background.","E C B C D E A C D E",0,"C"
"SchubertSym9M2",2,"The 2nd theme is calmer and sweeter, in A major, still played by the oboes, later joined by the clarinets.","C D E F G G B C D E",47,"C"
"SchubertSym9M2",3,"The dramatic 3rd theme is in the dominant key of E minor, played by the violins, punctuated by heavy brass and timpani.","E B B B B A B C B B",59,"C"
"SchubertSym9M2",4,"A change to a more placid mood occurs with this 4th theme in F major, played by the 2nd violins.","A G F E D E C F G A",191,"C"
"SchubertSym9M3",1,"Symphony No 9 in C - Great - 3rd Movt","G G A G A G C C C B ",0,"C"
"SchubertSym9M3",2,"This 2nd theme is a sweet flowing melody on the violins that just goes round and round. ","C D C B D G B D B D",26,"C"
"SchubertSym9M3",3,"Schubert then weaves throgh some amazing key modulations, eventually arriving at this 3rd theme, a lovely tune on the flute in Cb major!","B C B A G F D G E B",125,"C"
"SchubertSym9M4",1,"Symphony No 9 in C - Great - 4th Movt","C C E E C E G C C E ",0,"C"
"SchubertSym9M4",2,"The first main theme comes in on the oboes, energetically accompanied by swirling triplets on the violins.","E E F E D C#D E F F#",24,"C"
"SchubertTrioBbOp99M1",1,"1st theme is introduced by the violin and cello in octaves, accompanied by the piano with quaver chords and a lively dotted rhythmic figure in the bass line.","C B C E G G E A G G",0,"C"
"SchubertTrioBbOp99M1",2,"The second theme is a lovely lyrical melody played by the cello, accompanied by pianissimo triplet figures on the piano. After 4 bars of this the violin joins in an octave above.","E G E F G F E G F D",119,"W"
"SchubertTrioBbOp99M2",1,"The slow movement theme is a beautiful and tranquil melody, introduced by the cello in a very high register, then taken up by the violin.","E D F E G E C E D G",0,"C"
"SchubertTrioBbOp99M3",1,"The robust allegro tune of the scherzo movement is played by the piano","E D C G E D C G E D",0,"C"
"SchubertTrioBbOp99M3",2,"The trio of the 3rd movement is a slow moving tune started by the violin, then interlacing with the cello in an imitative way.","C B C E D E F G A G",177,"C"
"SchubertTrioBbOp99M4",1,"This vivacious tune starts off the rondo movement.","G A B C C C B C C#D",0,"C"
"SchubertTrioOp100No2M1",1,"Piano Trio in Eb Op 100 No 2  1st Movt Allegro","C G E F A G E C C E ",0,"C"
"SchubertTrioOp100No2M2",1,"Piano Trio in Eb Op 100 No 2  2nd Movt  Andante con moto","E E F G A G F E C Ab",0,"C"
"SchubertTrioOp100No2M3",1,"Piano Trio in Eb Op 100 No 2  3rd Movt Scherzo and Trio","C E G G G G A B C D ",0,"C"
"SchubertTrioOp100No2M4",1,"Piano trio in Eb Op 100 No 2  4th Movt  Allegro Moderato","G F#G E D C G F G A",0,"C"
"SchubertTroutM1",1,"Piano Quintet in A D667 'Trout' 1st Movt","G F#G C D E F E D D ",0,"W"
"SchubertTroutM1",2,"second theme","D D D A B C D BbB D D D",143,"C"
"SchubertTroutM2",1,"Piano Quintet in A D667 'Trout' 2nd Movt","E G A B C B C D EbE ",0,"C"
"SchubertTroutM3",1,"Piano Quintet in A D667 'Trout' 3rd Movt","C E F G C D E F A B ",0,"C"
"SchubertTroutM4",1,"Piano Quintet in A D667 'Trout' 4th Movement - Theme and Variations","G C C E E C G G G D ",0,"L"
"SchubertTroutM5",1,"Piano Quintet in A D667 'Trout" 5th Movement","G A G F E E E  A G G",0,"C"
"SchubertTroutSong",1,"Main theme","G C C E E C G G G G",0,"C"
"SchubertWaltzOp9No1",1,"main theme","G AbA D D D E F F#A G",0,"C"
"SchubertWaltzOp9No2",1,"main theme, with quaver accompaniment notes removed","G F#G E D C B A A F",0,"C"
"SchubertWanderer",1,"The Wanderer  (Das Wandern)","G G C B F E G E C G",0,"C"
"SchumannArlequin",1,"Arlequin from Carnaval Op 9","B F D C#D E F F A D",0,"C"
"SchumannCarnaval",1,"Préambule - quasi maestoso","G A G A G A G A B C B C",0,"C"
"SchumannCarnaval",2,"Préambule - piu mosso","G G G G G A G E C",48,"C"
"SchumannHappyFarmer",1,"Happy Farmer from Album for the Young, Op 68 piano","G C E G E F A C A G",0,"W"
"SchumannPapillonsM01",1,"Papillons - Introduzione","D F#B A G#A D F#B A G#",0,"C"
"SchumannPapillonsM01",2,"Papillon number 1.","G A B C D E F E D C B A G",9,"C"
"SchumannPapillonsM02",1,"Introductory arpeggios","G C E G C E G C E G C",0,"C"
"SchumannPapillonsM02",2,"Presto,Main tune","G C F E E A D A C B",5,"C"
"SchumannPapillonsM03",1,"Pomposo main theme 'Grandfather's dance'.","E A B C B E D C C B A G",0,"C"
"SchumannPapillonsM04",1,"main theme","E E E E E A G E C#D",0,"C"
"SchumannPapillonsM05",1,"Main theme","E A G E D C C B A AbB A",0,"C"
"SchumannPapillonsM06",1,"main theme","G C#D G F C#D D E F G A",0,"C"
"SchumannPapillonsM07",1,"main theme","A B C D E F E A C B E",0,"C"
"SchumannPapillonsM08",1,"Main theme","E E E B C B A E E E B C B A",0,"C"
"SchumannPapillonsM09",1,"main theme","E A D C A E A C F F F F",0,"C"
"SchumannPapillonsM10",1,"After some heavy pomposo thumping, this flowing lyrical melody emerges.","G A G F#G C E F E D E D C",0,"C"
"SchumannPapillonsM11",1,"After a chordal dominant tonic intro, this is the main sprightly tune.","F F#F E D C B A G A G A G",0,"C"
"SchumannPapillonsM12",1,"This finale starts with the grandfather's dance, then recaps earlier tunes, then dies out as the clock strikes 6 a.m.","G C C C C D E E D D D",0,"C"
"SchumannPerfectlyContented",1,"Perfectly Contended - from Scenes from Childhood Op 15 no 5 Gluckes genug","F#G B E D C G G G D",0,"C"
"SchumannPhantasieStuck",1,"Main theme","C B F E D C B A G#E",0,"C"
"SchumannPianoConcM1",1,"This first theme is introduced by the woodwinds after a dramatic opening with the piano and orchestra. It is then taken up by the solo piano.","C B A A A B C E D C ",0,"C"
"SchumannPianoConcM1",2,"This second theme is introduced by the violins","E F E D C B A E F E",47,"C"
"SchumannPianoConcM1",3,"This 4th tune emerges on the violins, below the piano's enegetic arpeggios.","C D E D E G D C#D E",69,"C"
"SchumannPianoConcM2",1,"Piano Concerto in A minor Op 54 2nd Movt","E D B G E D ",0,"C"
"SchumannPianoConcM3",1,"Piano Concerto in A minor Op 54 3rd Movt","E C D E F G C C B A",0,"C"
"SchumannPleadingChild",1,"Pleading Child (from Scenes from Childhood Op. 15)","A F E D C A B A F E",0,"C"
"SchumannSlumberSong",1,"Slumber Song  (Schlummerlied) No 16 from Album Leaves Op 124","G E D C A AbA C B A ",0,"C"
"SchumannStrangeLands",1,"About Strange Lands and People, from Scenes from Childhood Op 15","E C B A G E C B A G ",0,"C"
"SchumannSym1M1",1,"Symphony No 1 in Bb Spring 1st Movt Intro","E E E E E C D E G G",0,"C"
"SchumannSym1M2",1,"Main theme","G C A B C E D E F A G",0,"C"
"SchumannSym1M3",1,"Main theme","D G F#F BbA A F C#C#D",0,"C"
"SchumannSym1M4",1,"Slow intro","F G A BbC D E F",0,"C"
"SchumannSym1M4",2,"Lively main theme","D EbF E EbE G E G D D C",9,"C"
"SchumannSym2M1",1,"Intro theme 1","C C C G C G G C",0,"C"
"SchumannSym2M1",2,"Intro theme 2","F E EbE D C E G G F E",3,"C"
"SchumannSym2M1",3,"Intro theme 3","E F E F A E E D F E",145,"C"
"SchumannSym2M1",4,"First main theme","C E D F E G D F E C B",231,"C"
"SchumannSym2M1",5,"Second theme","C F E D E D C#C B D C",286,"C"
"SchumannSym2M2",1,"First theme, a rapid flitting semiquaver passage.","B C D EbC A F#EbC A F",0,"C"
"SchumannSym2M2",2,"Second contrasting tune","C D E E C C G G E E C",90,"C"
"SchumannSym2M2",3,"Third theme is a skipping triplet passage","B A B G F#G C B C A B C",102,"C"
"SchumannSym2M2",4,"Fourth theme","G C B A G E F#G F#E D",250,"C"
"SchumannSym2M3",1,"First theme, in C minor","G EbB C BbAbAbF D C B",0,"C"
"SchumannSym2M3",2,"Second theme, in relative major","BbBbB C F BbD F BbBbB C",118,"C"
"SchumannSym2M4",1,"A prestissimo dramatic introduction","C D E F G A B C C#D F#G",0,"C"
"SchumannSym2M4",2,"Bold main theme","B D B B D B B E D B",3,"C"
"SchumannSym2M4",3,"Third theme","D C BbB G A F#G F#G",49,"C"
"SchumannSym2M4",4,"Fourth theme","C D EbG AbBbAbG C D",230,"C"
"SchumannSym3M1",1,"Symphony No 3 in Eb Rhenish 1st Movt","C G G E E A G F#G D ",0,"C"
"SchumannSym3M2",1,"Symphony No 3 in Eb Rhenish 2nd Movt","G C E G A G C G E C ",0,"W"
"SchumannSym3M3",1,"Main theme","G E F D E G E G C E G A F G",0,"C"
"SchumannSym3M4",1,"main theme","G C B EbD G F E AbG C",0,"C"
"SchumannSym3M5",1,"First theme","G A B C G G G F E G F E D",0,"C"
"SchumannSym4M1",1,"Slow introduction, this theme is recycled in other movements.","A F E D C#D E E F C#D E F",0,"C"
"SchumannSym4M1",2,"Rapid semiquaver passage on strings","A C A C B A AbA F E ",141,"C"
"SchumannSym4M1",3,"A brief placid passage by strings","C E F A BbD C BbA Bb",409,"C"
"SchumannSym4M2",1,"Melancholy first theme by oboes","A B C E D C D B C A B C E",0,"C"
"SchumannSym4M2",2,"A little cheerier triplet theme on strings","E F E D G D C D C B C B",124,"C"
"SchumannSym4M3",1,"Symphony No 4 in D minor Op 120 3rd Movt","E A A B B C C D D C ",0,"C"
"SchumannSym4M4",1,"Dramatic opening theme","D D D D F#F#AbA C C C",0,"C"
"SchumannTraumerei",1,"Träumerei  (No 7 from Scenes from Childhood)","C F E F A C F F E D",0,"W"
"SchumannWhy",1,"Why? (Warum?) Op 12 No 3","C B C D G E E EbE Bb",0,"C"
"SchumannWildHorseman",1,"Wild Horseman from Album for the Young No 8","E A E A C A C E C F",0,"C"
"ScotlandBrave",1,"Scotland the Brave","C C D E C E G C C B ",0,"F"
"ScotsWhaHae",1,"Scots wha hae' wi' Wallace bled","G G G E G A C A A A",0,"F"
"ShantyTown",1,"Main theme","C C C C C#C#C#D BbG E",0,"J"
"SheIsSweet",1,"Verse -(not the well-known tune)","G A G G A G G A G A",0,"E"
"SheIsSweet",2,"Chorus - well known tune","A AbG A G A A AbAbG",0,"E"
"ShepherdsAwaken",1,"Shepherds Awaken","C C B C G E E EbE C ",0,"S"
"ShepherdsWatched",1,"While Shepherds Watched their Flocks by Night","C E E D C F F E D E ",0,"S"
"ShostakovichTaitiTrot",1,"Chorus of popular song - Tea for Two - used as theme by Shostakovich","C A B A C A B G B G A G B G A",0,"E"
"ShostakovichWaltz2",1,"Main theme","G EbD C C D EbC EbG AbG",0,"W"
"SibeliusFinlandia",1,"Dramatic and sombre brass opening theme","C#C C#C C#C C#D E",0,"C"
"SibeliusFinlandia",2,"A contrasting quieter theme on strings and woodwinds.","A G F E D E F E D C B B C",105,"C"
"SibeliusFinlandia",3,"The well-known stirring tune, to which patriotic words have been set in Finland.","E D E F E D E C D D E",320,"W"
"SibeliusKareliaIntermezzo",1,"Intermezzo from Karelia Suite  Op 11","G E E G A G G G E F ",0,"W"
"SibeliusKareliaMarch",1,"March from Karelia Suite for Orchestra, Op 11","G A B C D E F G G G ",0,"W"
"SibeliusKareliaMarch",2,"Second theme of Karelia March, on brass and woodwind.","G G G A G E C A C D",75,"W"
"SibeliusSwanTuonela",1,"First theme","G F G F BbC C#EbF",0,"C"
"SibeliusSym2M1",1,"First theme on oboes, in a light, pastoral style, after a throbbing chordal introduction by the strings.","E D C E D C D C D C",0,"C"
"SibeliusSym2M1",2,"Second theme, played by unaccompanied violins","D C B C D E C G A C",82,"C"
"SibeliusSym2M2",1,"The low winds play this sombre tune accompamied by pizzicato walking double basses and cellos.","A BbC D F E D C D E D",0,"C"
"SibeliusSym2M2",2,"The second theme is a very slow tune played on the strings.","C C B G C F G A BbA G",285,"C"
"SibeliusSym2M3",1,"Very fast string passages start this movement","C C C C B C D C B C G A B",0,"C"
"SibeliusSym2M3",2,"This lovely haunting theme appears played by oboes","E E E E E E E E E A ",100,"C"
"SibeliusSym2M4",1,"Symphony No 2 in D Op 43 4th Movt","C D E B C D C A C B",0,"L"
"SibeliusValseTriste",1,"first main theme, very sad and slow, on strings.","B BbB C#D C#C C B A",0,"W"
"SibeliusValseTriste",2,"Much cheerier second theme, on flute, echoed by the clarinet","E D C B C A C AbA C",130,"C"
"SibeliusValseTriste",3,"Third theme on strings","A B C D C B A B G C",236,"C"
"SilentNight",1,"Silent Night","F G F D F G F D C C ",0,"S"
"SindingRustle",1,"This tune played by the left hand, is accompanied by rapid arpeggios by the right hand.","A E A G C D E G",0,"C"
"SingSixpence",1,"Sing a Song of Sixpence","C B A G C E G A G E ",0,"N"
"SkyeBoatSong",1,"Chorus","C D C F F F G A G C",0,"F"
"SkyeBoatSong",2,"Verse","A F A A G D G G F D F",14,"F"
"SmetanaMaVlastVlatava",1,"Vlatava from Ma Vlast","E F#G F#G A B E F#G F#G",0,"C"
"SmetanaMaVlastVlatava",2,"This broad melody represents the river flowing majestically toward the sea.","B E F#G A B B B C C",68,"W"
"SnowWhite",1,"I'm Wishing","C A A D D A A D D A A",0,"E"
"SnowWhite",2,"Dig dig dig","B D D D D B B B B B A B C E D",49,"E"
"SnowWhite",3,"One Song","D D B A G B B G G E D C E",75,"E"
"SnowWhite",4,"Heigh Ho","D G F#E G A B A G F#",147,"E"
"SnowWhite",5,"Some Day my Prince will Come.","C F C#E D D D BbF#A G G",185,"E"
"SousaLibertyBell",1,"Liberty Bell March","C A A A AbA F C C A",0,"C"
"SousaLibertyBell",2,"Theme 2","A AbA D C A F D G F",35,"C"
"SouthBorderTango",1,"South of the Border Tango","G C E G G A A F D C ",0,"E"
"SouthWind",1,"Main tune","D C B A G B C D A D C",0,"F"
"Splendor",1,"Love is a many Splendored Thing","C A B C A B G E F G",0,"E"
"StamitzClarinetConcertoRomance",1,"Romance from Clarinet Concerto No 3","C C D C B A G E E F",0,"C"
"StarSpangledBanner",1,"The Star Spangled Banner","G E C E G C E D C E ",0,"F"
"StraussArtistsLife",1,"Artist's Life -  Waltz 1. In C major","E E E E D D C E C C ",0,"C"
"StraussArtistsLife",2,"Artist's Life - Waltz 2, still in C","G G G G D G G G G A",162,"C"
"StraussArtistsLife",3,"Artist's Life - Waltz 3, in F major","C C C#D C D C E C D",244,"C"
"StraussArtistsLife",4,"Artist's Life - Waltz 4  back to C","G E E E G#E E E A F",314,"C"
"StraussArtistsLife",5,"Artist's Life - Waltz 5, in F","A BbC E D BbE BbE Bb",390,"C"
"StraussBlueDanube",1,"Waltz1 - 'Doh me soh" theme","C E G G G G E E C C",0,"L"
"StraussBlueDanube",2,"Waltz tune 2 in A major","A G A G A F#E A F#A F#",153,"C"
"StraussBlueDanube",3,"Waltz tune 3 in G","D B B D C B D D D D B",199,"C"
"StraussBlueDanube",4,"Waltz 4 in F","C C F A C F E D C#D E",247,"C"
"StraussBlueDanube",5,"Waltz 5 in A","A B C#D F#A D F#A D",332,"C"
"StraussEmperorWaltz",1,"Waltz 1 first theme.  C major","E G G F E G E D F A G G",0,"C"
"StraussEmperorWaltz",2,"Waltz 1 second theme","C E E B B D D D A B D",147,"C"
"StraussEmperorWaltz",3,"Waltz 2   A big leap to Ab major","C C C B E E D B B B A",210,"C"
"StraussEmperorWaltz",4,"Waltz 3 first theme.  Back in C again.","E B D C E A B D G A C",260,"C"
"StraussEmperorWaltz",5,"Waltz 3 second theme","C B B C G A C B B C G A",293,"C"
"StraussEmperorWaltz",6,"Waltz 4 first theme.  F major","G F E C D BbG A F A C D",328,"C"
"StraussEmperorWaltz",7,"Waltz 4 second theme","B C C BbA B C A G F A C",365,"C"
"StraussFledermausGenugDamitGenug",1,"Famous theme also featured in the overture","G F#G A G F E EbE F E D",0,"C"
"StraussFledermausGenugDamitGenug",2,"A glorious lilting waltz tune","C BbA F#G BbF F F F E D",41,"C"
"StraussFledermausLaughingSong",1,"Theme A, " A man like you". Or "Mein Herr Marquis" or "My Lord Marquis"","G A B D B A B C D C",0,"C"
"StraussFledermausLaughingSong",2,"Theme B, the laughing theme."Yes this curious ha, ha, ha,"","E D C G G G G B C D",130,"C"
"StraussFledermausOverture",1,"A gentle start in 4/4 time","G AbA C C B A G G AbA",0,"C"
"StraussFledermausOverture",2,"Second theme is livelier in 2/4","G C E G A G C E G F",116,"C"
"StraussFledermausOverture",3,"The third theme is a very well-known waltz tune","G F#G A G F E EbE F E D",183,"W"
"StraussFledermausOverture",4,"Fourth theme - 'So muss allein ich bleiben'. -'So must I live alone'","B B G B E EbA EbF#E B E",259,"C"
"StraussFledermausOverture",5,"Fifth theme","G G G G A A A A F B F",338,"C"
"StraussFledermausSoMussAlleinIchBleiben",1,"A haunting tune, also featured in the overture.","B B G B E EbA EbF#E B E",0,"C"
"StraussGypsyBaronOverture",1,"After a long intro, this theme emerges on the oboe","C B C B C G B C D E",0,"C"
"StraussGypsyBaronOverture",2,"The violins take up this polka tune","G A B C E C E C E D C",210,"C"
"StraussGypsyBaronOverture",3,"The third theme goes into waltz time.","G A A E G G A A E G",280,"C"
"StraussGypsyBaronOverture",4,"The fourth theme continues in waltz time.","C C C A A C C C A A",318,"C"
"StraussMorgenBlatter",1,"Waltz 1 in G","BbB E D F#G C B A G",0,"C"
"StraussMorgenBlatter",2,"Waltz 2 in C","G C G C G B B B G B G B",181,"C"
"StraussMorgenBlatter",3,"Waltz 3 in F","A D G D F D C C C C",295,"C"
"StraussMorgenBlatter",4,"Waltz 4 in Bb","BbA A G A G G F D Bb",372,"C"
"StraussMorgenBlatter",5,"Waltz 5 in Eb","EbG BbBbBbEbD C C Bb",460,"C"
"StraussPizzicatoPolka",1,"Pizzicato Polka","C B B B F B F E E E",0,"W"
"StraussRadetskyMarch",1,"Radetsky March","E EbE E EbE E EbE D",0,"W"
"StraussRAlsoSprach",1,"Also Sprach Zarathustra - intro theme","C G C E EbC G C EbE ",0,"L"
"StraussRDonJuan",1,"The whole orchestra rushes up to a high climax in the first few seconds.","G A G C E G C E F G A B",0,"W"
"StraussRDonJuan",2,"Strings continue the excitement with another dramatic ascending passage","AbE AbC#BbE E AbA B",10,"C"
"StraussRDonJuan",3,"Strings introduce this sweet melody.","G E E F E D A B C C#D",61,"C"
"StraussRDonJuan",4,"Cellos enter with this theme","D C#D BbD C#A C BbBb",323,"C"
"StraussRDonJuan",5,"Oboes quietly play this plaintive tune.","D D D E F#D D C B B A",398,"C"
"StraussRDonJuan",6,"The horns strike out this dramatic and memorable tune, the most famous tune in Don Juan,","G G F E D F E D E D A G",604,"C"
"StraussRosesSouth",1,"Roses from the South","G C B A B C D A B C ",0,"C"
"StraussRRosenKavalier",1,"Waltz I from Der Rosenkavalier","G E A G C D E G C E",0,"C"
"StraussRRosenKavalier",2,"Waltz II","G AbB A G F E G AbB",64,"C"
"StraussRRosenKavalier",3,"Waltz III","G E E G D D G C C E",97,"C"
"StraussRRosenKavalier",4,"Waltz IV","G G A G C E G F F G",145,"C"
"StraussRRosenKavalier",5,"Waltz V","E D D C C B D A C E",263,"C"
"StraussRTillEulenspiegel",1,"Till Eulenspiegels Lustige Streiche starts with a happy, cheeky tune on the strings.","E C F#G AbC B A A G",0,"C"
"StraussRTillEulenspiegel",2,"This is Till's leitmotif. The horn theme is a lilting melody that reaches a peak,using notes of the natural harmonics of F, then drops to the fundamental.","C F G AbA C F G AbA",16,"W"
"StraussRTillEulenspiegel",3,"Here the clarinet theme is crafty and wheedling, so Till seems to be puting out his tongue at everyone, after his naughty prank.","A F B C C#F AbA",69,"C"
"StraussTalesViennaWoods",1,"Waltz no 1","AbA AbA AbA C C BbBbA A",224,"W"
"StraussTalesViennaWoods",2,"Waltz no 2","F EbD C BbBbG EbC BbBb",276,"C"
"StraussTalesViennaWoods",3,"Waltz no 3","G G G G G G F G AbEbEb",347,"C"
"StraussTalesViennaWoods",4,"Waltz no 4","F EbD F BbBbBbBbA G C",400,"C"
"StraussTalesViennaWoods",5,"Waltz no 5","G G G G G G G G G G",464,"C"
"StraussThousandAndOneNights",1,"Waltz 1, first theme in A","C C B A A G C C B A A G",0,"C"
"StraussThousandAndOneNights",2,"Waltz 1, second theme","C C C C C C C B B B B",112,"C"
"StraussThousandAndOneNights",3,"Waltz 1, third theme in E","C E A G E D C B D F B D F",148,"C"
"StraussThousandAndOneNights",4,"Waltz 2  in C","E EbE C B A AbA A A",226,"C"
"StraussThousandAndOneNights",5,"Waltz 3 in F","C E A G BbBbE G F A",344,"C"
"StraussTritschTratschPolka",1,"Tritsch-Tratsch Polka theme 1","G G G G F#F E D C B",0,"W"
"StraussTritschTratschPolka",2,"2nd theme","G B B B A G C C C B",14,"C"
"StraussTritschTratschPolka",3,"3rd theme","C C B A A G B C D B",50,"C"
"StraussViennaBlood",1,"Waltz No 1","F#G E B C C B C G B C",0,"W"
"StraussViennaBlood",2,"Waltz no 2","D D D C E G BbBbBbA",210,"C"
"StraussViennaBlood",3,"Waltz no 3","E F G C C E A A A BbB",282,"C"
"StraussViennaBlood",4,"Waltz no 4","F G A BbE F G A F G A C",376,"C"
"StraussVoicesOfSpring",1,"Waltz 1","F#G A G F#G D C B C",0,"W"
"StraussVoicesOfSpring",2,"waltz 2","D C C F D C C E D C",36,"C"
"StraussVoicesOfSpring",3,"Waltz 3","G C D E E F G C AbB",116,"C"
"StraussVoicesOfSpring",4,"Waltz 4","G F E G D C F B A G",156,"C"
"StraussWineWomenSong",1,"Waltz 1.","BbBbC C BbBbAbAbC C D D",0,"C"
"StraussWineWomenSong",2,"Waltz 2","E F E D G G D E D C G G",112,"C"
"StraussWineWomenSong",3,"Waltz 3","C C BbA G F E D F F F",198,"C"
"StraussWineWomenSong",4,"Waltz 4","F C EbD A C BbA G C C C",286,"C"
"StravinskyFirebirdPrincess",1,"Firebird Suite - The Princess's Round Dance","C D E D C B A D B G ",0,"C"
"StravRiteSpring",1,"Rite of Spring - Adoration of the Earth","C B G E B A C B G E ",0,"C"
"StrawberryFair",1,"As I was going to Strawberry Fair","G C C D D G C C C D ",0,"F"
"SullivanGondoliersBeAQueen",1,"Giannetta starts this amusing song.","C C C F C A A C A F E F G C A",0,"C"
"SullivanGondoliersCaChuCha",1,"Main tune","C C D C D C F E G F D D C",0,"C"
"SullivanGondoliersListAndLearn",1,"Main tune","E E F G B D D C E D C C B A",0,"C"
"SullivanGondoliersOverture",1,"Opening tune","D D D C B A AbA B C A G F#",0,"C"
"SullivanGondoliersOverture",2,"First main theme","D D D D B B A B G",14,"C"
"SullivanGondoliersSpanishShore",1,"Quartet -Duke of Plaza Toro and family.","C D E E E E E E G G G G G",0,"C"
"SullivanGondoliersSparklingEyes",1,"Take a Pair of Sparkling Eyes","C E G A B C C B A G ",0,"C"
"SullivanIolantheEntrancePeers",1,"Opening fanfare theme","C C C C C C G E G C C C C",0,"C"
"SullivanIolantheEntrancePeers",2,"Grandiose and fortissimo march tune as the peers come in.","C G E E D E F E D E F G",35,"C"
"SullivanIolantheEntrancePeers",3,"The peers sing ' Loudly let the trumpet bray - Tan tan tara.","C C E G C G E C G E E C D",79,"C"
"SullivanIolantheEntrancePeers",4,"Bow, bow, ye lower middle classes.","C B C B A A B A G C B",118,"C"
"SullivanIolantheEntrancePeers",5,"We are the peers","E EbE E EbE E F F#G D",150,"C"
"SullivanIolantheIfYouGoIn",1,"A very bouncy orchestral introduction","G A C G A C B D A C G B",0,"C"
"SullivanIolantheIfYouGoIn",2,"The main tune, a trio sung by three lords.","E D C G F E D A G E C A",7,"C"
"SullivanIolantheNoneShall",1,"main tune sung by Phyllis","B A A G C B B A E D D C B",0,"C"
"SullivanIolantheOverture",1,"Sombre introductory passage","D EbF G A EbC G F#",0,"C"
"SullivanIolantheOverture",2,"First main tune.","B A A G B C D D B G D",36,"C"
"SullivanIolantheYourBlame",1,"A quartet, with a solo entry by Lord Tolloller.","G F#G E C B C D G F#G",0,"C"
"SullivanMikadoBindRavenHair",1,"Main tune sung by the soprano, after a contemplative orchestral opening to Act II.","F G F E F D D D D EbB D C",0,"C"
"SullivanMikadoFlowersSpring",1,"The Flowers that bloom in the Spring","C C D C C D C C G G",0,"C"
"SullivanMikadoMaidsFromSchool",1,"Three little maids from school are we, pert as a schoolgirl well can be","C C C C B B D G E E E E D",0,"C"
"SullivanMikadoMaidsFromSchool",2,"Three little maids who all unwary, come from a ladies' seminary","C B C B A A G F#G A G G",32,"C"
